# time (hhmmss),heat->kettle,kettle->air,kettle->boil,condenser->air,alc->condenser,alc->output,H2O->condenser,H2O output
000922,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000923,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000924,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000925,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000926,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000927,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000928,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000929,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000930,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000931,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000932,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000933,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000934,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000935,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000936,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000937,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000938,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000939,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000940,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000941,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000942,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000943,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000944,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000945,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000946,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000947,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000948,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000949,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000950,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000951,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000952,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000953,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000954,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000955,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000956,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000957,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000958,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000959,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001000,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001001,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001002,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001003,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001004,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001005,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001006,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001007,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001008,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001009,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001010,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001011,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001012,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001013,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001014,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001015,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001016,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001017,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001018,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001019,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001020,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001021,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001022,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001023,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001024,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001025,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001026,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001027,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001028,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001029,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001030,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001031,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001032,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001033,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001034,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001035,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001036,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001037,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001038,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001039,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001040,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001041,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001042,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001043,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001044,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001045,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001046,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001047,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001048,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001049,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001050,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001051,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001052,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001053,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001054,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001055,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001056,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001057,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001058,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001059,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001100,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001101,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001102,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001103,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001104,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001105,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001106,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001107,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001108,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001109,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001110,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001111,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001112,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001113,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001114,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001115,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001116,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001117,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001118,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001119,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001120,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001121,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001122,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001123,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001124,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001125,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001126,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001127,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001128,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001129,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001130,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001131,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001132,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001133,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001134,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001135,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001136,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001137,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001138,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001139,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001140,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001141,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001142,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001143,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001144,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001145,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001146,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001147,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001148,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001149,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001150,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001151,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001152,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001153,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001154,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001155,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001156,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001157,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001158,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001159,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001200,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001201,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001202,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001203,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001204,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001205,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001206,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001207,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001208,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001209,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001210,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001211,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001212,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001213,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001214,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001215,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001216,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001217,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001218,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001219,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001220,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001221,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001222,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001223,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001224,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001225,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001226,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001227,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001228,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001229,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001230,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001231,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001232,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001233,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001234,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001235,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001236,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001237,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001238,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001239,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001240,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001241,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001242,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001243,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001244,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001245,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001246,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001247,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001248,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001249,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001250,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001251,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001252,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001253,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001254,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001255,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001256,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001257,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001258,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001259,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001300,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001301,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001302,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001303,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001304,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001305,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001306,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001307,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001308,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001309,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001310,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001311,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001312,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001313,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001314,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001315,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001316,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001317,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001318,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001319,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001320,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001321,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001322,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001323,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001324,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001325,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001326,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001327,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001328,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001329,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001330,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001331,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001332,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001333,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001334,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001335,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001336,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001337,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001338,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001339,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001340,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001341,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001342,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001343,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001344,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001345,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001346,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001347,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001348,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001349,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001350,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001351,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001352,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001353,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001354,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001355,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001356,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001357,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001358,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001359,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001400,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001401,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001402,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001403,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001404,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
001405,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
